"Timestamp","Czy w ciągu ostatnich 5 lat przynajmniej raz uprawiałaś/-eś seks?","Czy w ciągu ostatnich 5 lat zdarzyło Ci się uprawiać seks bez prezerwatywy?","W ciągu ostatnich 5 lat z iloma mniej więcej partnerami/-kami byłaś/-eś aktywna/-ny seksualnie?","Jakie zachowania seksualne podejmowałaś/-eś w ciągu ostatnich 5 lat? (Wybierz te odpowiedzi które uważasz za słuszne)","W ciągu ostatnich 5 lat uprawiałaś/-eś seks po: (Wybierz te odpowiedzi, które uważasz za słuszne)","Czy uważasz, że temat bezpiecznego seksu dotyczy każdego?","Czy w ciągu ostatnich 5 lat wykonywałaś/-eś badania w kierunku chorób przenoszonych drogą płciową? (Kiła, Chlamydioza, Rzeżączka, Opryszczka narządów płciowych, WZW B, HPV)","Czy w ciągu ostatnich 5 lat robiłaś/-eś test na HIV?","Skąd pochodzi twoja wiedza na temat zachowań i praktyk seksualnych? (Wybierz tyle odpowiedzi ile uważasz za słuszne)","Co oznacza dla Ciebie pojęcie: ""Bezpieczny seks""? (Wybierz te odpowiedzi, które uważasz za słuszne) ","Płeć","Twój wiek mieści się w przedziale:","Jakie masz wykształcenie?","Twoje miejsce zamieszkania to:","Jaka jest Twoja sytuacja zawodowa?","Jaka jest Twoja orientacja seksualna?","Jaki jest Twój obecny status związku?","Opisując Twoje związki z ostatnich 5 lat oraz sytuację obecną, były one:"
"2019/05/03 3:09:03 pm CET","Tak","Nie","2-5","Seks analny;Seks oralny;Rimming;Pissing","Alkoholu","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","26-33","Wyższe magisterskie","Miasto do 50 tys.","Pracownik","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/05/03 4:38:42 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming","Alkoholu","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/05/03 5:36:35 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Rimming","Alkoholu;Poppersie","Tak","Tak, ale tylko raz","Tak, ale tylko raz","Internet;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Freelancer - wolny zawód","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/05/03 5:51:19 pm CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","34-41","Doktorskie i wyżej","Miasto od 250 do 500 tys.","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/05/03 5:56:33 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming","Alkoholu;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie zamknięte"
"2019/05/03 6:11:43 pm CET","Tak","Tak","2-5","Seks waginalny;Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;regularne badania kontrolne na choroby weneryczne;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Kobieta","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Biseksualna","W małżeństwie","Przeważnie zamknięte"
"2019/05/04 6:52:42 am CET","Tak","Tak","11-20","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming","Alkoholu;Marihuanie;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","34-41","Licencjat","Miasto pow. 1 mln","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie zamknięte"
"2019/05/04 6:03:15 pm CET","Tak","Tak","pow. 100","Seks analny;Seks oralny;Masturbacja;Rimming;Pissing","Alkoholu","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Tak, ale tylko raz","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet","obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem;seks analny i/lub oralny;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Emeryt/rencista","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/05/06 12:27:06 pm CET","Tak","Nie","2-5","Seks analny;Seks oralny;Pissing","Alkoholu","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Internet","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","18-25","Średnie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/05/06 5:57:48 pm CET","Tak","Tak","51-100","Seks analny;Seks oralny;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet;Przyjaciele, znajomi","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","26-33","Zasadnicze zawodowe","Miasto od 100 do 250 tys.","Pracownik","Homoseksualna","Wdowa/wdowiec","Tylko zamnknięte"
"2019/05/06 8:24:46 pm CET","Tak","Tak","2-5","Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;higiena osobista przed i po stosunku;używanie prezerwatywy","Kobieta","18-25","Średnie","Miasto od 250 do 500 tys.","Student","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/05/07 1:15:55 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming;Pissing","Alkoholu;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;stosowanie środków antykoncepcyjnych","Mężczyzna","42-49","Doktorskie i wyżej","Miasto do 50 tys.","Pracodawca","Homoseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/05/07 1:36:18 pm CET","Tak","Nie","z jednym/z jedną stałym/stałą partnerem/-ką","Seks analny;Seks oralny;Masturbacja;Rimming","Żadne z powyższych","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;obserwacja i samobadanie narządów płciowych;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/05/07 5:32:30 pm CET","Tak","Tak","2-5","Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Żadne z powyższych","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Przyjaciele, znajomi;Lekarz, pielęgniarka, położna","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","50-57","Wyższe magisterskie","Miasto do 50 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Ciężko powiedzieć"
"2019/05/07 5:33:19 pm CET","Tak","Tak","2-5","Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Żadne z powyższych","Tak","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Nie, ponieważ wszyscy/-tkie moi/moje partnerzy/-ki byli/były zdrowi/-e","Internet;Przyjaciele, znajomi;Lekarz, pielęgniarka, położna","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","50-57","Wyższe magisterskie","Miasto do 50 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Ciężko powiedzieć"
"2019/05/07 7:44:49 pm CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to regularnie częściej niż co 3 miesiące","Tak, robię to regularnie częściej niż co 3 miesiące","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem;stosunek przerywany;seks analny i/lub oralny;seks nieprowadzący do ejakulacji;stosowanie środków antykoncepcyjnych","Mężczyzna","34-41","Doktorskie i wyżej","Wieś","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/05/07 10:05:50 pm CET","Tak","Tak","21-50","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Fisting;Rimming;Pissing","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie;Poppersie","Tak","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Nie, ponieważ jestem zdrowa/-wy. Wiem, bo nic mi nie dolega","Szkoła, studia, edukacja seksualna;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy;seks z jednym, stałym partnerem","Mężczyzna","34-41","Wyższe magisterskie","MIasto od 50 do 100 tys.","Pracodawca","Homoseksualna","Singiel/-ka","Ciężko powiedzieć"
"2019/05/07 10:44:12 pm CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Pornografia (filmy, czasopisma);Internet;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;używanie prezerwatywy","Mężczyzna","34-41","Wyższe inżynierskie","Miasto pow. 1 mln","Pracownik","Biseksualna","W związku partnerskim jednopłciowym","Przeważnie zamknięte"
"2019/05/08 6:36:31 am CET","Tak","Tak","2-5","Seks analny;Seks oralny;Masturbacja","Alkoholu","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks analny i/lub oralny","Mężczyzna","34-41","Zasadnicze zawodowe","Miasto do 50 tys.","Emeryt/rencista","Homoseksualna","Singiel/-ka","Tylko zamnknięte"
"2019/05/08 7:58:23 am CET","Tak","Tak","11-20","Seks analny;Seks oralny;Rimming;Pissing","Alkoholu;Poppersie;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Internet;Przyjaciele, znajomi;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku partnerskim jednopłciowym","Ciężko powiedzieć"
"2019/05/08 11:57:11 am CET","Tak","Tak","11-20","Seks analny;Seks oralny;Fisting;Rimming;Pissing","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Szkoła, studia, edukacja seksualna;Książki i publikacje naukowe","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej)","Mężczyzna","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
"2019/05/08 11:57:36 am CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja","Alkoholu;Poppersie","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Internet;Przyjaciele, znajomi","podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;stosowanie PEPu (doraźnej profilaktyki poekspozycyjnej);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","26-33","Średnie","Miasto od 100 do 250 tys.","Pracodawca","Homoseksualna","W związku partnerskim jednopłciowym","Tylko zamnknięte"
"2019/05/08 12:56:57 pm CET","Tak","Tak","21-50","Seks waginalny;Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming;lekkie BDSM (dildo, pejcz)","Alkoholu;Narkotykach (Amfetamina (Speed), Metamfetamina (Tina), MDMA (Ecstasy), MDA, GHB/GBL (G), Kokaina, Mefedron, Ketamina);Marihuanie;Poppersie","Tak","Tak, robię to co najmniej raz do roku","Tak, robię to co najmniej raz do roku","Szkoła, studia, edukacja seksualna;Rodzice, rodzina, rodzeństwo;Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Książki i publikacje naukowe;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;stosowanie środków dezynfekcyjnych na skórę i błony śluzowe;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie środków antykoncepcyjnych","Mężczyzna","26-33","Wyższe magisterskie","Miasto pow. 1 mln","Pracownik","Biseksualna","W małżeństwie","Tylko zamnknięte"
"2019/05/08 4:26:47 pm CET","Tak","Tak","11-20","Seks waginalny;Seks analny;Seks oralny;Masturbacja","Alkoholu;Marihuanie","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Szkoła, studia, edukacja seksualna;Lekarz, pielęgniarka, położna","świadome informowanie partnera seksualnego o potencjalnym możliwym zakażeniu chorobą/-ami wenerycznymi;podejmowanie świadomych kontaktów seksualnych;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Kobieta","18-25","Licencjat","Miasto od 500 tys. do 1 mln","Student","Heteroseksualna","Singiel/-ka","Przeważnie zamknięte"
"2019/05/09 5:46:04 am CET","Tak","Tak","z jednym/z jedną stałym/stałą partnerem/-ką","Seks waginalny;Seks oralny;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja)","Alkoholu","Tak","Nie, bo nie interesuje mnie to","Nie, bo nie interesuje mnie to","Internet;Książki i publikacje naukowe","podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;seks z jednym, stałym partnerem","Kobieta","34-41","Wyższe magisterskie","Miasto od 250 do 500 tys.","Pracownik","Heteroseksualna","W małżeństwie","Tylko zamnknięte"
"2019/05/09 7:38:08 am CET","Tak","Tak","6-10","Seks analny;Seks oralny;Masturbacja;Petting (stosunek bez penetracji oralnej, waginalnej i analnej, wzajemna masturbacja);Rimming;Pissing","Alkoholu;Marihuanie;Poppersie","Tak","Tak, dwa lub trzy razy","Tak, dwa lub trzy razy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi;Lekarz, pielęgniarka, położna","podejmowanie świadomych kontaktów seksualnych;używanie lubrykantów;rozmowa z partnerem / małżonkiem o możliwych zagrożeniach;rozmowa z partnerem seksualnym przed i/lub po stosunku;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy;stosowanie PrEPu (profilaktyki przedekspozycyjnej);seks z jednym, stałym partnerem","Mężczyzna","34-41","Licencjat","Miasto od 250 do 500 tys.","Pracownik","Homoseksualna","W związku homoseksualnym","Tylko zamnknięte"
"2019/05/09 6:05:08 pm CET","Tak","Tak","nie wiem, nie liczę tego","Seks analny;Seks oralny;Masturbacja","Alkoholu;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Tak","Tak, robię to regularnie co 3-6 miesięcy","Tak, robię to regularnie co 3-6 miesięcy","Pornografia (filmy, czasopisma);Internet;Przyjaciele, znajomi","używanie jednorazowego sprzętu w czasie tzw. chemseksu;podejmowanie świadomych kontaktów seksualnych;regularne badania kontrolne na choroby weneryczne;obserwacja i samobadanie narządów płciowych;stosowanie leczenia jako zapobieganie zakażenia HIV (TasP);higiena osobista przed i po stosunku;regularne badania kontrolne na HIV i WZW B;używanie prezerwatywy","Mężczyzna","34-41","Wyższe magisterskie","Miasto pow. 1 mln","Freelancer - wolny zawód","Homoseksualna","W związku homoseksualnym","Przeważnie otwarte"
