"Timestamp","Você fez sexo nos últimos 5 anos?","Nos últimos 5 anos, teve relações sexuais sem preservativo?","Com quantos parceiros teve relações sexuais nos últimos 5 anos?","Que práticas sexuais realizou nos últimos 5 anos? (Escolha todas as opções que se apliquem)","Nos últimos 5 anos, teve relações sexuais depois de consumir: (Escolha todas as opções que se apliquem)","Considera que sexo seguro é algo a levar em consideração por todos?","Nos últimos 5 anos, fez análises a DSTs (doenças sexualmente transmissíveis)? (sífilis, clamídia, gonorréia, trato genital, hepatite, hpv)","Nos últimos 5 anos, fez análises a VIH (Vírus da Imunodeficiência humana)?","Onde aprendeu o que sabe sobre comportamentos e práticas sexuais? (Escolha todas as opções que se apliquem)","O que é, para si, sexo seguro? (Escolha todas as opções que se apliquem)","Sexo","Qual é o seu nível de educação?","Qual é a sua idade?","A sua área de residência é…","Qual é a sua situação profissional?","Qual é a sua orientação sexual?","Qual o seu estado civil?","Como descreveria as suas relações nos últimos 5 anos?"
"2019/05/09 9:01:55 am CET","Sim","Não","2-5","Sexo anal;Sexo oral;Masturbação;Rimming","No drugs or alcohol","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Familia;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Homem","Mestrado","42-49","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro(a)","Maioritariamente fechadas"
"2019/05/09 12:43:19 pm CET","Sim","Sim","21-50","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","No","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição);Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Mestrado","34-41","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro(a)","É complicado"
"2019/06/13 12:10:29 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação;Rimming","Álcool","Sim","Sim, fiz duas ou três vezes.","Sim, faço regularmente, com um intervalo de três a seis meses.","Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH;Usar métodos contracetivos","Homem","Mestrado","26-33","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Numa relação homossexual","Maioritariamente fechadas"
"2019/06/15 12:51:26 pm CET","Sim","Sim","2-5","Sexo anal;Masturbação","Nenhuma","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Não, todos os meus parceiros são saudáveis.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas","Usar de preservativo","Homem","Licenciatura","18-25","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Estudante universitário","Homossexual","Solteiro(a)","Fechadas"
"2019/06/15 1:25:35 pm CET","Sim","Sim","1","Sexo anal;Nenhim","Nenhum","Não. Porquê? A quem não se aplica? (Por favor insira a resposta em ""outro"")","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.","Homem","Secundária","34-41","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Desempregado","Homossexual","Casado com alguém do mesmo sexo","Fechadas"
"2019/06/15 3:45:37 pm CET","Sim","Sim","51-100","Sexo anal;Sexo oral;Masturbação","Nenhuma das opções dos acima","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Licenciatura","26-33","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Homossexual","Em união de facto com alguém do sexo oposto","Maioritariamente abertas"
"2019/06/15 4:58:56 pm CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Secundária","58-65","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Reformado","Homossexual","Solteiro(a)","Abertas"
"2019/06/15 7:14:29 pm CET","Sim","Sim","2-5","Masturbação;Rimming","Nada","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Não, sou saudável. Sei que não preciso porque não tenho sintomas.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Ter relações apenas com um parceiro","Homem","Ensino profissional","34-41","Uma cidade com mais de 1 milhão de habitantes.","Estudante universitário","Homossexual","Solteiro(a)","Fechadas"
"2019/06/16 2:23:57 pm CET","Sim","Não me lembro","21-50","Masturbação","Marijuana","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço, pelo menos, uma vez por ano.","Familia","Usar utensílios descartáveis na prática de sexo com “Chemsex”","Homem","Mestrado","42-49","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Desempregado","Bissexual","Em união de facto com alguém do sexo oposto","Abertas"
"2019/06/17 1:36:44 pm CET","Sim","Sim","2-5","Sexo oral;Masturbação","Álcool;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Internet;Amogis e colegas;Livros e publicações científicas","Fazer análises a DSTs regularmente.;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Licenciatura","58-65","Uma cidade com mais de 1 milhão de habitantes.","Trabalhador independente","Homossexual","Solteiro(a)","É complicado"
"2019/07/01 12:00:38 am CET","Sim","Sim","1","Sexo vaginal","Não consumi nada","Sim","Não, uso sempre preservativo.","Não, uso sempre preservativo.","Escola e educação sexual.;Pornografia (filmes e revistas);Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Usar métodos contracetivos","Homem","Secundária","26-33","Uma cidade com menos de 50.000 habitantes.","Desempregado","Bissexual","Solteiro(a)","Fechadas"
"2019/07/08 6:33:24 pm CET","Não","","","","","Sim","Sim, fiz uma vez.","Sim, fiz uma vez.","Escola e educação sexual.;Familia;Internet","Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH;Ter relações apenas com um parceiro","Homem","Licenciatura","34-41","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Solteiro(a)","Fechadas"
"2019/07/08 6:36:30 pm CET","Sim","Sim","21-50","Sexo anal;Sexo oral;Masturbação","Álcool;Drogas (Anfetamina (Velocidade), Metanfetamina (Tina), MDMA (Êxtase), MDA, GHB / GBL (G), Cocaína, Mefedrona, Cetamina);Poppers","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar de preservativo","Homem","Licenciatura","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Estudante universitário","Homossexual","Numa relação homossexual","Abertas"
"2019/07/08 6:36:33 pm CET","Sim","Não","2-5","Sexo anal;Sexo oral;Masturbação;Rimming","Nenhuma das anteriores ","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Familia;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Ensino profissional","34-41","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Homossexual","Em união de facto com alguém do mesmo sexo","Fechadas"
"2019/07/08 6:49:41 pm CET","Sim","Sim","Mais de 100","Sexo anal;Sexo oral;Masturbação;Fisting;Rimming","Álcool;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Não, não estou interessado em saber.","Não, não estou interessado em saber.","Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro","Homem","Licenciatura","42-49","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Homossexual","Solteiro(a)","Maioritariamente fechadas"
"2019/07/08 6:53:17 pm CET","Sim","Sim","6-10","Sexo anal;Sexo oral;Masturbação","NENHUM","Sim","Sim, fiz duas ou três vezes.","Sim, fiz duas ou três vezes.","Escola e educação sexual.;Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Ter relações apenas com um parceiro;Usar métodos contracetivos","Homem","Licenciatura","42-49","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empresário","Homossexual","Numa relação homossexual","Maioritariamente fechadas"
"2019/07/08 7:37:18 pm CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação;Fisting","Poppers","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Internet;Amogis e colegas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Uso de tratamento como prevenção da infeção de VIH;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Ensino profissional","26-33","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Solteiro(a)","Maioritariamente abertas"
"2019/07/08 7:39:35 pm CET","Sim","Não","11-20","Sexo anal;Masturbação","Álcool","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Internet;Amogis e colegas","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Usar de preservativo;Usar métodos contracetivos","Homem","Secundária","26-33","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Homossexual","Solteiro(a)","Maioritariamente fechadas"
"2019/07/08 7:42:42 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação","none","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH;Usar métodos contracetivos","Homem","Mestrado","58-65","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Empregado","Homossexual","Em união de facto com alguém do mesmo sexo","Abertas"
"2019/07/08 7:45:41 pm CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação","Nada! ","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Usar de preservativo","Homem","Ensino profissional","34-41","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro(a)","Fechadas"
"2019/07/08 7:51:31 pm CET","Sim","Sim","11-20","Sexo anal;Sexo oral;Masturbação;Rimming","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Secundária","50-57","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Trabalhador independente","Homossexual","Solteiro(a)","Maioritariamente fechadas"
"2019/07/08 8:00:43 pm CET","Sim","Sim","21-50","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Fisting;Rimming;Pissing","Álcool;Drogas (Anfetamina (Velocidade), Metanfetamina (Tina), MDMA (Êxtase), MDA, GHB / GBL (G), Cocaína, Mefedrona, Cetamina);Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço regularmente, com um intervalo de três a seis meses.","Médicos, enfermeiros e outros profissionais de saúde.","Usar lubrificante.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Ensino profissional","34-41","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Homossexual","Numa relação homossexual","É complicado"
"2019/07/08 8:01:22 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal)","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Pornografia (filmes e revistas);Amogis e colegas;Livros e publicações científicas","Usar de preservativo","Homem","Licenciatura","42-49","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Empregado","Homossexual","Casado com alguém do mesmo sexo","Maioritariamente fechadas"
"2019/07/08 8:07:27 pm CET","Sim","Sim","1","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","Nenhuma","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Internet;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo","Homem","Mestrado","34-41","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Em união de facto com alguém do mesmo sexo","Fechadas"
"2019/07/08 8:11:26 pm CET","Sim","Sim","Não sei, não conto.","Sexo anal;Sexo oral;Masturbação;Fisting;Rimming","Álcool;Drogas (Anfetamina (Velocidade), Metanfetamina (Tina), MDMA (Êxtase), MDA, GHB / GBL (G), Cocaína, Mefedrona, Cetamina);Marijuana","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Escola e educação sexual.;Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Análises regulares a VIH e Hepatite B;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Mestrado","42-49","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Solteiro(a)","Abertas"
"2019/07/08 8:17:53 pm CET","Sim","Sim","11-20","Sexo anal;Sexo oral;Masturbação;Fisting","Álcool","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Trabalho na área de saúde ","Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Mestrado","26-33","Uma cidade com mais de 1 milhão de habitantes.","Empregado","Homossexual","Numa relação homossexual","Fechadas"
"2019/07/08 8:26:40 pm CET","Sim","Não","21-50","Sexo anal;Sexo oral;Masturbação","Nada","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Pornografia (filmes e revistas);Internet;Amogis e colegas;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Licenciatura","42-49","Uma cidade que tem entre 100.000 a 250.000 habitantes.","Empregado","Homossexual","Solteiro(a)","Fechadas"
"2019/07/08 8:47:20 pm CET","Sim","Sim","51-100","Sexo anal;Sexo oral","Nada","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Internet;Livros e publicações científicas","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.","Homem","Mestrado","42-49","Uma cidade com mais de 1 milhão de habitantes.","Trabalhador independente","Homossexual","Casado com alguém do mesmo sexo","Fechadas"
"2019/07/08 8:49:44 pm CET","Sim","Sim","1","Sexo anal;Sexo oral;Masturbação","Álcool","Sim","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Não, não preciso fazer porque tenho o mesmo parceiro há mais de 5 anos.","Internet;Livros e publicações científicas;Médicos, enfermeiros e outros profissionais de saúde.","Usar de preservativo","Homem","Mestrado","42-49","Uma cidade com menos de 50.000 habitantes.","Empregado","Homossexual","Em união de facto com alguém do mesmo sexo","Fechadas"
"2019/07/08 8:52:37 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação;Rimming","Álcool;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Internet;Médicos, enfermeiros e outros profissionais de saúde.","Usar de preservativo;Ter relações apenas com um parceiro","Homem","Doutoramento ou superior","42-49","Uma cidade que tem entre 250.000 a 500.000 habitantes.","Empregado","Homossexual","Em união de facto com alguém do mesmo sexo","Abertas"
"2019/07/08 9:29:51 pm CET","Sim","Sim","6-10","Sexo anal;Sexo oral;Masturbação;Petting (estímulo sexual sem a ocorrência de sexo oral, anal ou vaginal);Rimming","Álcool;Marijuana;Opiáceos e / ou benzodiazepínicos (Kodeina, Morfina, Heroína) / (Xanax, Relanium, Valium, Clonazepam)","Sim","Sim, faço regularmente, com um intervalo de três a seis meses.","Sim, faço regularmente, com um intervalo de três a seis meses.","Escola e educação sexual.;Internet;Médicos, enfermeiros e outros profissionais de saúde.","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Usar de preservativo;Ter relações apenas com um parceiro","Homem","Licenciatura","18-25","Uma cidade que tem entre 50.000 a 100.000 habitantes.","Estudante universitário","Bissexual","Numa relação homossexual","Maioritariamente fechadas"
"2019/07/08 10:02:07 pm CET","Sim","Sim","51-100","Sexo anal;Sexo oral;Masturbação","Álcool;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço regularmente, com um intervalo de três a seis meses.","Pornografia (filmes e revistas);Internet;Amogis e colegas","Ter contactos sexuais conscientes.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Auto observação e análise genital;Uso de tratamento como prevenção da infeção de VIH;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo;Usar métodos contracetivos","Homem","Licenciatura","34-41","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Trabalhador independente","Homossexual","Solteiro(a)","Maioritariamente abertas"
"2019/07/08 10:18:04 pm CET","Sim","Sim","2-5","Sexo anal;Sexo oral;Masturbação","nenhum","Sim","Sim, faço, pelo menos, uma vez por ano.","Sim, faço, pelo menos, uma vez por ano.","Escola e educação sexual.;Pornografia (filmes e revistas);Internet","Informar o parceiro sexual de uma possível infeção.;Ter contactos sexuais conscientes.;Usar lubrificante.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Conversar com o parceiro sexual antes e/ou depois de ter relações sexuais.;Fazer análises a DSTs regularmente.;Auto observação e análise genital;Higiene pessoal antes e depois de ter relações sexuais;Análises regulares a VIH e Hepatite B;Usar de preservativo","Homem","Mestrado","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Trabalhador independente","Homossexual","Solteiro(a)","Fechadas"
"2019/07/08 10:35:37 pm CET","Sim","Sim","21-50","Sexo vaginal;Sexo anal;Sexo oral;Masturbação","Álcool;Drogas (Anfetamina (Velocidade), Metanfetamina (Tina), MDMA (Êxtase), MDA, GHB / GBL (G), Cocaína, Mefedrona, Cetamina);Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Sim","Sim, faço análises regularmente, com menos de três meses de intervalo.","Sim, faço análises regularmente, com menos de três meses de intervalo.","Escola e educação sexual.;Familia;Pornografia (filmes e revistas);Médicos, enfermeiros e outros profissionais de saúde.","Ter contactos sexuais conscientes.;Conversar com o parceiro/cônjuge sobre possíveis riscos.;Fazer análises a DSTs regularmente.;Usar PEP (profilaxia pós-exposição) - admissão ad hoc de medicamentos anti-retrovirais após comportamento sexual potencialmente arriscado que poderia levar à infecção pelo VIH;Usar de preservativo;Tomar PrEP (profilaxia pre-exposição) - tomar medicamentos antiretrovirais regularmente ou temporariamente antes e depois do sexo para prevenir uma possível infecção pelo VIH","Homem","Ensino profissional","18-25","Uma cidade que tem entre 500.000 a 1 milhão habitantes.","Empregado","Homossexual","Numa relação homossexual","Fechadas"
