"Timestamp","Вы занимались сексом в последние 5 лет?","Занимались ли Вы сексом без презерватива (хотя бы единожды) за последние 5 лет?","С каким количеством партнеров вы были сексуально активны за последние 5 лет?","Какое сексуальное поведение у Вас было в последние 5 лет? (Выберите все подходящие ответы)","В последние 5 лет был ли у Вас хоть единожды секс после: (Выберите все подходящие ответы)","Как Вы думаете, относится ли тема безопасного секса ко всем?","Проверялись ли Вы на ЗППП (заболевания, передающиеся половым путем) за последние 5 лет? (сифилис, хламидиоз, гонорея, генитальный герпес, гепатит, ВПЧ)","За последние 5 лет проходили ли вы тестирование на ВИЧ?","Откуда Ваши знания о сексуальном поведении и практиках? (Выберите все подходящие ответы)","Что для вас означает термин «безопасный секс»? (Выберите все подходящие ответы)","Ваш пол/гендер:","Какое у Вас образование?","Ваш возраст:","Ваше место жительства:","Каков Ваш род занятий?","Какая Ваша сексуальная ориентация?","Каков текущий статус Ваших отношений?","Описывая Ваши отношения за последние 5 лет (включая текущие), они были:"
"2019/07/18 4:53:38 am CET","Да","Да","6-10","Анальный секс;Оральный секс","ничего из вышеперечисленного","Да","Да, два или три раза","Да, два или три раза","Порнография (фильмы, журналы);Интернет","использование презервативов","Мужчина","Бакалавр","34-41","город с населением в 1 миллион человек и выше","работник","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/18 5:31:28 am CET","Да","Да","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","алкоголя","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Порнография (фильмы, журналы);Интернет;Друзья, сотрудники","использование презервативов;секс с одним постоянным партнером","Мужчина","Магистр","18-25","город с населением в 1 миллион человек и выше","работник","Гомосексуал","В гомосексуальных отношениях","только закрытыми"
"2019/07/18 5:49:30 am CET","Да","Да","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","алкоголя","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Порнография (фильмы, журналы);Интернет","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование лубриканта;разговор с партнером/супругом о возможных рисках;регулярные анализы на ЗППП;использование ПКП (немедленная постконтактная профилактика) -;наблюдение и самоосмотр гениталий;использование АРТ (антиретровирусной терапии) - эффективная антиретровирусная терапия ВИЧ-положительного пациента;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ;секс с одним постоянным партнером;анальный и/или оральный секс;секс, который не приводит к эякуляции","Мужчина","Магистр","26-33","город с населением до 50 тысяч человек","работник","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/18 5:49:42 am CET","Да","Да","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","алкоголя","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Порнография (фильмы, журналы);Интернет;Друзья, сотрудники;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;использование лубриканта;разговор с сексуальным партнером до и/или после полового акта;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;секс с одним постоянным партнером","Мужчина","Магистр","26-33","город с населением в 1 миллион человек и выше","безработный","Гомосексуал","Одинок/а","только закрытыми"
"2019/07/18 5:52:57 am CET","Да","Да","20-50","Анальный секс;Оральный секс;Мастурбация;Анилингус / rimming;Cсание","Силденафил / Тадафил / Варденафил (Виагра / Камагра / Сиалис / Левитра)","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Интернет;Друзья, сотрудники;Книги и научные публикации","использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;использование презервативов;секс с одним постоянным партнером","Мужчина","Магистр","34-41","город с населением от 500 000 до 1 миллиона человек","работник","Гомосексуал","В гомосексуальных отношениях","преимущественно закрытыми"
"2019/07/18 5:54:59 am CET","Да","Да","20-50","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming;Cсание","алкоголя;попперса","Да","Нет, потому что я всегда пользуюсь презервативом","Да, я делаю это, по крайней мере, один раз в год.","Порнография (фильмы, журналы);Интернет","использование презервативов","Мужчина","Профессионально-техническое образование","18-25","город с населением в 1 миллион человек и выше","работник","Гомосексуал","В гомосексуальных отношениях","сложно сказать"
"2019/07/18 5:57:03 am CET","Да","Да","6-10","Вагинальный секс;Анальный секс;Оральный секс;Фистинг;Анилингус / rimming","ничего из вышеперечисленного","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Порнография (фильмы, журналы);Интернет;Друзья, сотрудники;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;регулярные анализы на ЗППП;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов","Мужчина","Бакалавр","34-41","город с населением от 500 000 до 1 миллиона человек","работник","Бисексуал","В гомосексуальных отношениях","преимущественно закрытыми"
"2019/07/18 6:01:41 am CET","Да","Я не помню","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения)","алкоголя","Да","Да, два или три раза","Да, два или три раза","Интернет","Информирование сексуального партнера о возможном заражении венерическим заболеванием;установление сознательных сексуальных контактов;разговор с партнером/супругом о возможных рисках;личная гигиена до и после полового акта;использование презервативов","Мужчина","инженер","42-49","город с населением в 1 миллион человек и выше","работник","Бисексуал","В однополом партнерстве","сложно сказать"
"2019/07/18 7:08:24 am CET","Да","Да","50-100","Вагинальный секс;Анальный секс;Оральный секс;Мастурбация;Фистинг;Анилингус / rimming;Cсание","алкоголя;попперса","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Школа, учеба, половое образование;Порнография (фильмы, журналы);Интернет;Друзья, сотрудники","использование лубриканта;разговор с сексуальным партнером до и/или после полового акта;регулярные анализы на ЗППП;регулярные проверки на ВИЧ и гепатит В;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ","Мужчина","Магистр","34-41","город с населением от 500 000 до 1 миллиона человек","работник","Гомосексуал","Одинок/а","преимущественно закрытыми"
"2019/07/18 8:40:21 am CET","Да","Да","1","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения)","алкоголя","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Интернет;Друзья, сотрудники;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;секс с одним постоянным партнером","Мужчина","Бакалавр","34-41","город с населением в 1 миллион человек и выше","работодатель","Гомосексуал","В однополом браке","преимущественно закрытыми"
"2019/07/18 9:41:34 am CET","Да","Нет","1","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","ничего из вышеперечисленного","Да","Да, однажды","Да, однажды","Порнография (фильмы, журналы);Интернет","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;разговор с партнером/супругом о возможных рисках;разговор с сексуальным партнером до и/или после полового акта;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ;прерывание полового акта - метод контрацепции, заключающийся в преднамеренном быстром выводе полового члена из влагалища незадолго до приближающейся эякуляции спермы","Мужчина","Бакалавр","18-25","город с населением до 50 тысяч человек","безработный","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/18 10:16:04 am CET","Нет","","","","","Да","Да, два или три раза","Нет, потому что я здоров. Я знаю, потому что у меня нет никаких симптомов","Порнография (фильмы, журналы);Интернет","установление сознательных сексуальных контактов;использование презервативов","Мужчина","Средняя школа","34-41","город с населением от 500 000 до 1 миллиона человек","безработный","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/18 10:50:26 am CET","Да","Да","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","ничего из вышеперечисленного","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Порнография (фильмы, журналы);Интернет","Информирование сексуального партнера о возможном заражении венерическим заболеванием;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ","Мужчина","Профессионально-техническое образование","18-25","город с населением до 50 тысяч человек","студент","Гомосексуал","Одинок/а","преимущественно закрытыми"
"2019/07/18 11:18:55 am CET","Да","Да","Я не знаю, я не считаю это","Анальный секс;Оральный секс;Мастурбация;Фистинг;Анилингус / rimming;Cсание","ничего из вышеперечисленного","Да","Да, два или три раза","Да, два или три раза","Порнография (фильмы, журналы);Интернет;Друзья, сотрудники","установление сознательных сексуальных контактов;использование лубриканта;разговор с партнером/супругом о возможных рисках;разговор с сексуальным партнером до и/или после полового акта;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;секс с одним постоянным партнером;анальный и/или оральный секс","Мужчина","инженер","34-41","город с населением от 500 000 до 1 миллиона человек","фрилансер - свободная профессия","Гомосексуал","Одинок/а","только закрытыми"
"2019/07/18 12:09:26 pm CET","Да","Да","2-5","Анальный секс;Оральный секс;Фистинг;Cсание","наркотиков (Амфетамин (Speed), метамфетамин (Tina), МДМА (экстази), МДA, ГБЛ/ГXБ (Г), Кокаин, мефедрон, кетамин);попперса","Да","Да, я делаю это регулярно чаще, чем каждые 3 месяца","Да, я делаю это регулярно чаще, чем каждые 3 месяца","Врач, медсестра, акушерка","использование лубриканта;использование АРТ (антиретровирусной терапии) - эффективная антиретровирусная терапия ВИЧ-положительного пациента","Мужчина","инженер","58-65","город с населением в 1 миллион человек и выше","пенсионер","Бисексуал","В гомосексуальных отношениях","преимущественно открытыми"
"2019/07/18 12:44:41 pm CET","Да","Да","2-5","Вагинальный секс;Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Фистинг;Анилингус / rimming","алкоголя;Силденафил / Тадафил / Варденафил (Виагра / Камагра / Сиалис / Левитра)","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Школа, учеба, половое образование;Порнография (фильмы, журналы);Интернет;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;разговор с сексуальным партнером до и/или после полового акта;регулярные анализы на ЗППП;использование ПКП (немедленная постконтактная профилактика) -;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;секс с одним постоянным партнером","Женщина","Доктор наук или выше","34-41","посёлок","работник","Бисексуал","Одинок/а","сложно сказать"
"2019/07/18 1:31:51 pm CET","Да","Нет","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","ничего из вышеперечисленного","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, два или три раза","Интернет;Книги и научные публикации;Врач, медсестра, акушерка","установление сознательных сексуальных контактов;разговор с партнером/супругом о возможных рисках;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;секс с одним постоянным партнером;использование противозачаточных средств","Мужчина","Средняя школа","42-49","город с населением в 1 миллион человек и выше","фрилансер - свободная профессия","Гомосексуал","В гомосексуальных отношениях","только закрытыми"
"2019/07/18 2:00:18 pm CET","Нет","","","","","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Порнография (фильмы, журналы);Интернет","использование презервативов;секс с одним постоянным партнером","Мужчина","Средняя школа","18-25","город с населением от 100 до 250 тысяч человек","студент","Бисексуал","Одинок/а","только закрытыми"
"2019/07/18 2:13:42 pm CET","Да","Нет","2-5","Вагинальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения)","ничего из вышеперечисленного","Да","Нет, потому что я всегда пользуюсь презервативом","Нет, потому что я всегда пользуюсь презервативом","Интернет;Друзья, сотрудники;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;разговор с партнером/супругом о возможных рисках;разговор с сексуальным партнером до и/или после полового акта;наблюдение и самоосмотр гениталий;использование АРТ (антиретровирусной терапии) - эффективная антиретровирусная терапия ВИЧ-положительного пациента;личная гигиена до и после полового акта;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ;использование противозачаточных средств","Женщина","Средняя школа","18-25","город с населением в 1 миллион человек и выше","студент","Бисексуал","Одинок/а","преимущественно открытыми"
"2019/07/18 4:14:55 pm CET","Да","Нет","1","Анальный секс;Оральный секс;Мастурбация","алкоголя","Да","Да, однажды","Да, однажды","Школа, учеба, половое образование;Родители, семья, братья и сёстры;Интернет","разговор с сексуальным партнером до и/или после полового акта;личная гигиена до и после полового акта;использование презервативов;секс с одним постоянным партнером","Мужчина","Магистр","26-33","город с населением от 500 000 до 1 миллиона человек","работник","Гомосексуал","В гомосексуальных отношениях","только закрытыми"
"2019/07/18 4:32:44 pm CET","Да","Да","20-50","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения)","алкоголя","Да","Нет, потому что я здоров. Я знаю, потому что у меня нет никаких симптомов","Да, я делаю это регулярно чаще, чем каждые 3 месяца","Интернет","использование презервативов;секс с одним постоянным партнером","Мужчина","Бакалавр","18-25","город с населением в 1 миллион человек и выше","работник","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/18 5:10:59 pm CET","Да","Да","20-50","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Фистинг","алкоголя","Нет (Почему? К кому эта тема не относится?)","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Порнография (фильмы, журналы);Друзья, сотрудники","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;анальный и/или оральный секс","Мужчина","Профессионально-техническое образование","42-49","город с населением в 1 миллион человек и выше","работник","Гомосексуал","В гомосексуальных отношениях","преимущественно закрытыми"
"2019/07/18 7:49:43 pm CET","Да","Да","Я не знаю, я не считаю это","Анальный секс;Оральный секс;Мастурбация;Анилингус / rimming;Cсание","алкоголя;марихуаны","Нет (Почему? К кому эта тема не относится?)","Да, два или три раза","Да, два или три раза","Порнография (фильмы, журналы);Интернет","установление сознательных сексуальных контактов;личная гигиена до и после полового акта;использование презервативов","Гей","Средняя школа","26-33","город с населением от 500 000 до 1 миллиона человек","работник","Гомосексуал","В гомосексуальных отношениях","сложно сказать"
"2019/07/18 8:02:39 pm CET","Нет","","","","","Да","Да, я делаю это, по крайней мере, один раз в год.","Нет, потому что мне это не интересно","Порнография (фильмы, журналы);Интернет","личная гигиена до и после полового акта;использование презервативов;прерывание полового акта - метод контрацепции, заключающийся в преднамеренном быстром выводе полового члена из влагалища незадолго до приближающейся эякуляции спермы","Мужчина","Профессионально-техническое образование","18-25","город с населением в 1 миллион человек и выше","студент","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/19 8:13:14 am CET","Да","Нет","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","ничего из вышеперечисленного","Да","Да, два или три раза","Да, два или три раза","Порнография (фильмы, журналы);Интернет;Друзья, сотрудники;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;использование одноразовых расходников для так называемого химсекса;установление сознательных сексуальных контактов;использование лубриканта;разговор с партнером/супругом о возможных рисках;разговор с сексуальным партнером до и/или после полового акта;регулярные анализы на ЗППП;использование ПКП (немедленная постконтактная профилактика) -;наблюдение и самоосмотр гениталий;использование АРТ (антиретровирусной терапии) - эффективная антиретровирусная терапия ВИЧ-положительного пациента;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ;использование противозачаточных средств","Мужчина","Профессионально-техническое образование","26-33","город с населением до 50 тысяч человек","работник","Бисексуал","Одинок/а","сложно сказать"
"2019/07/19 1:49:25 pm CET","Да","Да","6-10","Оральный секс","ничего из вышеперечисленного","Да","Нет, потому что все мои партнеры были здоровы","Нет, потому что все мои партнеры были здоровы","Порнография (фильмы, журналы);Интернет;Друзья, сотрудники;Книги и научные публикации","использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;использование лубриканта;разговор с партнером/супругом о возможных рисках;личная гигиена до и после полового акта;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ;секс с одним постоянным партнером","Мужчина","Средняя школа","18-25","город с населением в 1 миллион человек и выше","студент","Гомосексуал","Одинок/а","только закрытыми"
"2019/07/20 6:42:23 am CET","Да","Да","6-10","Анальный секс;Оральный секс;Мастурбация;Фистинг","алкоголя;марихуаны;попперса","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Интернет;Друзья, сотрудники","использование дезинфицирующих средств для кожи и слизистых оболочек;регулярные анализы на ЗППП;регулярные проверки на ВИЧ и гепатит В;использование презервативов;секс с одним постоянным партнером","Мужчина","Магистр","42-49","город с населением в 1 миллион человек и выше","работник","Бисексуал","В партнерстве","преимущественно закрытыми"
"2019/07/20 10:30:42 am CET","Да","Да","20-50","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming;Cсание","алкоголя","Да","Да, я делаю это, по крайней мере, один раз в год.","Да, я делаю это, по крайней мере, один раз в год.","Интернет;Друзья, сотрудники;Врач, медсестра, акушерка","Информирование сексуального партнера о возможном заражении венерическим заболеванием;использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта","Мужчина","Магистр","26-33","город с населением в 1 миллион человек и выше","работник","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/20 10:37:59 am CET","Да","Да","20-50","Анальный секс;Оральный секс;Фистинг","алкоголя;попперса","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Родители, семья, братья и сёстры;Порнография (фильмы, журналы);Интернет;Книги и научные публикации;Врач, медсестра, акушерка","использование дезинфицирующих средств для кожи и слизистых оболочек;установление сознательных сексуальных контактов;регулярные анализы на ЗППП;использование АРТ (антиретровирусной терапии) - эффективная антиретровирусная терапия ВИЧ-положительного пациента;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;использование презервативов;использование PrEP (пред-контактная профилактика) - принимать антиретровирусные препараты регулярно или временно до и после секса, чтобы предотвратить потенциальную инфекцию ВИЧ","Мужчина","Магистр","42-49","город с населением от 250 до 500 тысяч человек","фрилансер - свободная профессия","Гомосексуал","Одинок/а","преимущественно открытыми"
"2019/07/20 11:01:20 am CET","Да","Да","2-5","Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения);Анилингус / rimming","алкоголя;наркотиков (Амфетамин (Speed), метамфетамин (Tina), МДМА (экстази), МДA, ГБЛ/ГXБ (Г), Кокаин, мефедрон, кетамин);марихуаны;попперса","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Порнография (фильмы, журналы);Интернет","регулярные анализы на ЗППП;регулярные проверки на ВИЧ и гепатит В;использование презервативов;секс с одним постоянным партнером","Мужчина","Бакалавр","18-25","город с населением в 1 миллион человек и выше","работник","Бисексуал","Одинок/а","сложно сказать"
"2019/07/20 2:15:42 pm CET","Да","Да","2-5","Анальный секс;Оральный секс;Мастурбация;Анилингус / rimming","алкоголя;марихуаны","Да","Нет, потому что я всегда пользуюсь презервативом","Нет, потому что все мои партнеры были здоровы","Школа, учеба, половое образование;Порнография (фильмы, журналы);Интернет;Друзья, сотрудники;Книги и научные публикации","Информирование сексуального партнера о возможном заражении венерическим заболеванием;установление сознательных сексуальных контактов;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;использование презервативов","Мужчина","Профессионально-техническое образование","26-33","город с населением в 1 миллион человек и выше","фрилансер - свободная профессия","Гомосексуал","Одинок/а","сложно сказать"
"2019/07/20 3:00:49 pm CET","Да","Да","20-50","Вагинальный секс;Анальный секс;Оральный секс;Мастурбация;Петтинг (сексуальный контакт без орального, анального или вагинального проникновения)","Силденафил / Тадафил / Варденафил (Виагра / Камагра / Сиалис / Левитра)","Да","Да, я делаю это регулярно каждые 3-6 месяцев","Да, я делаю это регулярно каждые 3-6 месяцев","Школа, учеба, половое образование;Родители, семья, братья и сёстры;Порнография (фильмы, журналы);Интернет;Друзья, сотрудники;Книги и научные публикации;Врач, медсестра, акушерка","Информирование сексуального партнера о возможном заражении венерическим заболеванием;установление сознательных сексуальных контактов;использование лубриканта;регулярные анализы на ЗППП;наблюдение и самоосмотр гениталий;личная гигиена до и после полового акта;регулярные проверки на ВИЧ и гепатит В;секс с одним постоянным партнером;анальный и/или оральный секс","Мужчина","Магистр","26-33","город с населением в 1 миллион человек и выше","работодатель","Бисексуал","Живу и с девушкой и с парнем","сложно сказать"
