"Timestamp","In the last 5 years, have you had sex at least once?","In the last 5 years have you ever had sex without a condom?","With how many partners were you sexually active in the last 5 years?","Which sexual behaviors did you have in the last 5 years? (Choose all applicable answers)","In the last 5 years, have you ever had sex after:(Choose all applicable answers)","Do you think that the topic of safe sex applies to everyone?","In the last 5 years, have you been tested for STD’s (sexually transmitted diseases like Syphilis, Gonorrhea (The clap), Herpes simplex (HSV1), Hepatitis B, HPV)?","In the last 5 years, have you been tested for HIV?","Where does your knowledge about sexual behaviors and practices come from? (Choose all applicable answers)","What ""Safe sex"" means for you? (Choose all applicable answers)","Sex/Gender","Your age is in the range:","What is your education level?","Your place of residence is:","What is your professional situation?","What is your sexual orientation?","What is your current relationship status?","Describing your relationships from the last 5 years and the current situation, they were:"
"2019/05/12 11:30:42 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming","Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);anal and / or oral sex","Male","58-65","Bachelor","City over 1 million","Pensioner","Homosexual","In a partnership","Mostly open"
"2019/05/13 6:54:44 am CET","Yes","Yes","51-100","Vaginal sex;Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming;Pissing","Alcohol;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom","Male","42-49","Master's degree","City from 500 thousand to 1 million","Employee","Homosexual","In a same-sex marriage","Only open"
"2019/05/13 10:58:49 am CET","Yes","Yes","With one permanent partner","Anal sex;Oral sex;Masturbation;Rimming;Pissing;Toys","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Pornography (movies, magazines);Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP);personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis);sex with one regular partner;anal and / or oral sex","Male","58-65","Master's degree","City over 1 million","Pensioner","Homosexual","In a same-sex marriage","Only closed"
"2019/05/13 11:54:33 am CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Rimming","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis)","Male","42-49","Vocational education","City up to 50 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/05/14 11:52:56 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Acon. Community health org in Australia ","Informing the sexual partner about the possible STD's infection;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;anal and / or oral sex","Male","42-49","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex partnership","Only open"
"2019/05/19 2:48:55 am CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Fisting;Rimming","Alcohol;Marijuana;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Internet;Friends, collegues;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex partnership","Mostly open"
"2019/06/07 8:16:53 am CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Rimming","Alcohol;None of them","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Internet;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;use of disinfectants on the skin and mucous membranes;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex with one regular partner;sex that does not lead to ejaculation","Male","34-41","Master's degree","City from 250 to 500 thousand","Freelancer - free profession","Homosexual","Single","Mostly closed"
"2019/06/11 1:34:37 pm CET","Yes","Yes","2-5","Anal sex;Oral sex","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Parents, family, siblings;Internet","personal hygiene before and after intercourse;using a condom","Male","26-33","Vocational education","Village","Employer","Homosexual","In a homosexal relationship","Only closed"
"2019/06/15 7:48:09 am CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Opioids and / or benzodiazepines (Codeine, Morphine, Heroin)/(Xanax, Relanium, Valium, Clonazepam);Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it at least once a year","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;use of disposable equipment during the so-called chemsex;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;regular check-ups for HIV and hepatitis B;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","34-41","PHD and higher","City over 1 million","Employee","Homosexual","Single","It's hard to say"
"2019/06/15 12:24:34 pm CET","Yes","No","6-10","Anal sex;Oral sex;Masturbation","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Doctor, nurse, midwife","Basic most of them","Male","26-33","Master's degree","City over 1 million","Employer","Homosexual","Single","Only closed"
"2019/06/15 12:52:15 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Poppers","Yes","Yes, but only once","Yes, but only once","School, studies, sex education;Pornography (movies, magazines);Internet;Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;using a condom;anal and / or oral sex","Male","26-33","Vocational education","City over 1 million","Employee","Homosexual","Single","It's hard to say"
"2019/06/15 1:01:23 pm CET","Yes","No","2-5","Vaginal sex","Opioids and / or benzodiazepines (Codeine, Morphine, Heroin)/(Xanax, Relanium, Valium, Clonazepam);None of them","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education","sex with one regular partner","Male","26-33","Engineer","City over 1 million","Unemployed","Bisexual","Single","It's hard to say"
"2019/06/15 1:27:36 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Fisting;Rimming;Pissing","Alcohol;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Internet;Friends, collegues;Doctor, nurse, midwife","using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;use of contraceptives","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex partnership","Only closed"
"2019/06/15 3:24:38 pm CET","Yes","No","2-5","Anal sex;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;using a condom;anal and / or oral sex","Male","18-25","Bachelor","City from 250 to 500 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/06/15 11:45:55 pm CET","Yes","Yes","1","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Marijuana","Yes","No, because I'm healthy. I know, because I have no symptoms","No, because I'm healthy. I know, because I have no symptoms","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;personal hygiene before and after intercourse;using a condom;sex with one regular partner;anal and / or oral sex","Male","26-33","Bachelor","City from 500 thousand to 1 million","University student","Homosexual","In a homosexal relationship","Mostly closed"
"2019/06/16 5:07:30 am CET","Yes","No","6-10","Masturbation","None of them","Yes","No, because I'm not interested in it","No, because all of my partners were healthy","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues","making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;sex with one regular partner;anal and / or oral sex","Male","18-25","Primary","Village","School student","Homosexual","Single","Only open"
"2019/06/16 6:23:02 am CET","Yes","Yes","2-5","Oral sex;Masturbation;Rimming;Pissing","None of them","Yes","No, because I'm healthy. I know, because I have no symptoms","No, because I'm healthy. I know, because I have no symptoms","Pornography (movies, magazines);Internet","Informing the sexual partner about the possible STD's infection;conversation with a sexual partner before and / or after intercourse;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","18-25","Master's degree","City over 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/06/18 12:56:18 pm CET","Yes","No","21-50","Anal sex;Oral sex;Masturbation;Rimming","None of them","Yes","Yes, two or three times","Yes, two or three times","Pornography (movies, magazines);Internet;Friends, collegues","conversation with a partner / spouse about possible risks;regular STD’s check-ups;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","18-25","Bachelor","City over 1 million","University student","Homosexual","Single","It's hard to say"
"2019/06/20 9:25:16 pm CET","Yes","Yes","21-50","Vaginal sex","None of them","Yes;No. Why? Who is not affected? (Put your answer into Other...)","No, because I'm not interested in it","Yes, but only once","Pornography (movies, magazines)","making conscious sexual contacts","Male","18-25","Master's degree","City from 250 to 500 thousand","University student","Homosexual","Single","Mostly closed"
"2019/06/28 8:30:22 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);personal hygiene before and after intercourse;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;anal and / or oral sex;sex that does not lead to ejaculation","Male","26-33","Secondary","City up to 50 thousand","Employee","Homosexual","In a same-sex partnership","Mostly open"
"2019/07/07 11:36:00 pm CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Rimming","Alcohol","Yes","Yes, but only once","Yes, two or three times","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;observation and genital self-examination;using a condom;sex with one regular partner;anal and / or oral sex;use of contraceptives","Male","26-33","Vocational education","City up to 50 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
"2019/07/14 9:25:47 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Fisting;Rimming;Pissing","Alcohol;Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;regular check-ups for HIV and hepatitis B;using a condom","Male","50-57","Master's degree","City over 1 million","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/07/16 1:23:48 am CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Fisting;Rimming","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet","Informing the sexual partner about the possible STD's infection;conversation with a partner / spouse about possible risks;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;sex with one regular partner","Male","26-33","Secondary","City from 50 to 100 thousand","Employee","Homosexual","Single","Mostly closed"
"2019/07/17 12:10:50 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Fisting;Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Poppers;Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","34-41","Vocational education","City over 1 million","Employee","Homosexual","Same-sex polyamorous open relationship","Only open"
"2019/07/17 12:17:45 pm CET","Yes","Yes","1","Vaginal sex;Anal sex;Oral sex;Masturbation","None of them","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","School, studies, sex education;Parents, family, siblings;Pornography (movies, magazines);Internet","making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;personal hygiene before and after intercourse;using a condom;sex with one regular partner;anal and / or oral sex","Male","34-41","Master's degree","City from 250 to 500 thousand","Employee","Heterosexual","In marriage","Only closed"
"2019/07/17 12:45:09 pm CET","Yes","Yes","11-20","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming;Pissing","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Marijuana;Poppers","Yes","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible STD's infection;using lubricants;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex that does not lead to ejaculation","Male","18-25","Bachelor","City over 1 million","University student","Homosexual","In a homosexal relationship","It's hard to say"
"2019/07/17 3:03:09 pm CET","Yes","Yes","2-5","Oral sex;Masturbation;Fisting;Rimming","None of them","Yes","No, because all of my partners were healthy","No, because I'm healthy. I know, because I have no symptoms","School, studies, sex education;Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;use of disinfectants on the skin and mucous membranes;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;using lubricants;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex with one regular partner","Male","18-25","Master's degree","City over 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/07/17 4:28:15 pm CET","Yes","I don't remember","1","Oral sex;Masturbation","None of them","Yes","No, because all of my partners were healthy","No, because all of my partners were healthy","School, studies, sex education;Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;using a condom;anal and / or oral sex","Male","18-25","Bachelor","City from 500 thousand to 1 million","University student","Homosexual","I'm not sure","It's hard to say"
"2019/07/17 4:48:41 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex","None of them","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet","observation and genital self-examination;personal hygiene before and after intercourse;using a condom;use of contraceptives","Male","18-25","Bachelor","City from 100 to 250 thousand","Employee","Homosexual","Single","It's hard to say"
"2019/07/17 9:28:20 pm CET","Yes","No","2-5","Anal sex;Oral sex;Masturbation;Rimming","Alcohol;Marijuana","Yes","Yes, but only once","No, because I always use condomes","School, studies, sex education;Parents, family, siblings;Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;personal hygiene before and after intercourse;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","26-33","Bachelor","City from 500 thousand to 1 million","Employee","Homosexual","Single","It's hard to say"
"2019/07/18 6:24:57 am CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration)","Poppers","Yes","No, I do not have to do this, because I have permanent partner longer than 5 years","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues;Books and scientific publications","using lubricants;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex with one regular partner","Male","50-57","PHD and higher","City over 1 million","Employee","Homosexual","In a homosexal relationship","Mostly closed"
"2019/07/18 6:49:13 am CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;use of disinfectants on the skin and mucous membranes;use of disposable equipment during the so-called chemsex;making conscious sexual contacts;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;use of contraceptives","Male","18-25","Bachelor","City over 1 million","Employee","Homosexual","Single","It's hard to say"
"2019/07/22 7:52:12 pm CET","Yes","Yes","6-10","Anal sex;Oral sex;Masturbation;Rimming;Pissing","Alcohol","Yes","Yes, I do it at least once a year","Yes, I do it at least once a year","Internet","Informing the sexual partner about the possible STD's infection;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection","Male","18-25","Bachelor","City from 500 thousand to 1 million","University student","Homosexual","Single","Only open"
"2019/07/26 9:45:08 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol;Poppers","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues","using lubricants;regular STD’s check-ups;observation and genital self-examination;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;anal and / or oral sex","Male","26-33","Bachelor","City over 1 million","Employee","Homosexual","In a same-sex marriage","Mostly open"
"2019/07/28 10:56:04 pm CET","Yes","Yes","more than 100","Anal sex;Oral sex;Masturbation;Fisting;Rimming","Alcohol","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","Pornography (movies, magazines);Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;regular STD’s check-ups;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;anal and / or oral sex","Male","42-49","Master's degree","City over 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/08/01 12:27:32 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Rimming","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Sildenafil/Tadafil/Vardenafil (Viagra/Kamagra/Cialis/Levitra)","Yes","Yes, I do it regularly every 3-6 months","Yes, I do it regularly every 3-6 months","School, studies, sex education;Internet;Books and scientific publications;Doctor, nurse, midwife","Informing the sexual partner about the possible STD's infection;regular STD’s check-ups;observation and genital self-examination;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex with one regular partner;use of contraceptives","Male","42-49","Master's degree","City over 1 million","Employee","Homosexual","In marriage","Mostly open"
"2019/08/03 5:07:05 pm CET","Yes","Yes","2-5","Anal sex;Oral sex;Masturbation","Alcohol","No. Why? Who is not affected? (Put your answer into Other...)","No, I do not have to do this, because I have permanent partner longer than 5 years","No, I do not have to do this, because I have permanent partner longer than 5 years","Internet;Friends, collegues","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;personal hygiene before and after intercourse;using a condom","Male","18-25","Bachelor","City from 100 to 250 thousand","Employee","Homosexual","In marriage","Only closed"
"2019/08/04 11:48:07 pm CET","Yes","Yes","I do not know, I do not count that","Anal sex;Oral sex;Masturbation;Fisting;Rimming","Alcohol;Drugs (Amphetamine (Speed), Methamphetamine (Tina), MDMA (XCT, Ecstasy), MDA, GBL/GHB (G), Cocaine, Mephedrone, Ketamine);Poppers","People should protect themselves in which ever way they need to ","Yes, I do it regularly more often than every 3 months","Yes, I do it regularly more often than every 3 months","School, studies, sex education","Informing the sexual partner about the possible STD's infection;conversation with a partner / spouse about possible risks;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;anal and / or oral sex","Male","26-33","Vocational education","City over 1 million","Employee","Homosexual","Single","Mostly closed"
"2019/08/07 6:42:52 am CET","Yes","Yes","51-100","Anal sex;Oral sex;Masturbation;Petting (ratio without oral, vaginal and anal penetration);Rimming","Alcohol","Yes","Yes, I do it at least once a year","No, because I always use condomes","Internet;Books and scientific publications","Informing the sexual partner about the possible STD's infection;making conscious sexual contacts;using lubricants;conversation with a partner / spouse about possible risks;conversation with a sexual partner before and / or after intercourse;regular STD’s check-ups;using PEP (immediate post-exposure prophylaxis) (ad hoc admission of antiretroviral drugs after potentially risky sexual behavior that could lead to HIV infection);observation and genital self-examination;use of treatment as prevention of HIV infection (TasP) - effective anti-retroviral therapy of a HIV positive person;personal hygiene before and after intercourse;regular check-ups for HIV and hepatitis B;using a condom;using PrEP (pre-exposure prophylaxis) - taking antiretroviral medications regularly or temporarily before and after sex to prevent potential HIV infection;sex with one regular partner;use of contraceptives","Male","42-49","Master's degree","City up to 50 thousand","Employee","Homosexual","In a homosexal relationship","Mostly open"
